,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,posting_month_name,is_senior,is_remote_friendly,is_llm_role,salary_tier,python_skill,cpp_skill,sql_skill,data_analysis_skill,cybersecurity_skill,statistics_skill,math_skill,nlp_skill,cv_skill,deep_learning_skill,ros_skill,cuda_skill,research_skill,comm_skill,leadership_skill
787,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),9,Associate's,214000.0,160000,300000,Austin,USA,Hybrid,SME (51-500),Automotive,PyTorch|Vision-Language Models|APIs|Leadership|Linux,15.7,90,26.2,7.0,2026,1,January,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
788,AI Research Scientist,Research,Entry (0-2 yrs),12,Bachelor's,130000.0,115000,280000,Remote,Global,On-site,SME (51-500),Finance,Mathematics|Deep Learning|Publishing|Python|Research|PyTorch|Leadership|Communication,9.9,88,20.3,9.1,2026,1,January,No,No,No,Mid ($100-150k),Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
789,ML Engineer,AI Engineering,Entry (0-2 yrs),4,Associate's,157000.0,120000,280000,Seattle,USA,Fully Remote,Enterprise (5000+),Government,SQL|Kubernetes|Python|TensorFlow|PyTorch|Research,16.6,97,53.1,9.3,2026,3,March,No,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
790,Prompt Engineer,AI Engineering,Senior (6-9 yrs),3,Master's,166000.0,90000,200000,Austin,USA,Fully Remote,Startup (1-50),Technology,NLP|Documentation|Testing|Agile|Cloud|Linux,6.1,82,8.5,7.5,2026,3,March,Yes,Yes,Yes,Upper-Mid ($150-200k),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
791,Senior Data Scientist,Data Science,Senior (6-9 yrs),6,Bachelor's,157000.0,157000,218000,Beijing,China,Hybrid,SME (51-500),Media,Leadership|ML|Deep Learning|Python|Causal Inference|Advanced Statistics|SQL|Cloud,4.8,90,29.3,6.8,2026,1,January,Yes,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
792,Senior Data Scientist,Data Science,Mid (3-5 yrs),11,Master's,157000.0,157000,218000,Toronto,Canada,Hybrid,Mid-size (501-5000),Healthcare,ML|Deep Learning|Python|SQL|Communication,3.6,90,9.1,7.4,2025,7,July,No,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No
793,NLP Engineer,AI Engineering,Mid (3-5 yrs),8,Bootcamp/Self-taught,153000.0,145000,290000,Dubai,UAE,Fully Remote,Mid-size (501-5000),Research,Python|Transformers|Hugging Face|LLMs|Text Processing|BERT|Agile|SQL,9.1,91,38.6,6.5,2025,9,September,No,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
794,ML Engineer,AI Engineering,Senior (6-9 yrs),6,PhD,336000.0,120000,280000,Boston,USA,Fully Remote,Enterprise (5000+),Research,PyTorch|TensorFlow|Python|SQL|Kubernetes|MLOps|Research,14.7,97,27.4,6.7,2025,3,March,Yes,Yes,No,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
795,AI Agent Developer,AI Engineering,Mid (3-5 yrs),4,Bachelor's,258000.0,155000,290000,Seattle,USA,Fully Remote,Enterprise (5000+),Automotive,LangChain|Planning Systems|AutoGen|Tool Use|APIs|Python|Cloud,13.4,96,79.0,9.2,2025,11,November,No,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
796,AI Product Manager,Product,Senior (6-9 yrs),7,Master's,174000.0,140000,260000,Amsterdam,Netherlands,On-site,Startup (1-50),Research,Product Strategy|Agile|Stakeholder Mgmt|AI Literacy|Data Analysis|Git|Research|Leadership,16.6,85,17.4,9.4,2026,1,January,Yes,No,No,Upper-Mid ($150-200k),No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
797,AI Engineer,AI Engineering,Lead (10+ yrs),7,Associate's,142000.0,100000,250000,Singapore,Singapore,Fully Remote,Startup (1-50),Finance,LLM Integration|Docker|Cloud (AWS/GCP/Azure)|Statistics|Linux,14.8,95,63.1,6.1,2025,8,August,Yes,Yes,No,Mid ($100-150k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
798,Data Scientist,Data Science,Mid (3-5 yrs),8,Bachelor's,138000.0,138000,195000,Berlin,Germany,Hybrid,Enterprise (5000+),Media,Python|Data Visualization|Statistics|Scikit-learn|Cloud|Research|SQL,8.4,92,34.6,7.6,2026,2,February,No,Yes,No,Mid ($100-150k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
799,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),3,Bachelor's,212000.0,125000,240000,San Francisco,USA,On-site,SME (51-500),Consulting,Simulation|Control Systems|Computer Vision|C++|Agile|Leadership|Problem Solving,16.8,76,13.4,8.8,2026,3,March,No,No,No,Senior ($200-300k),No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
800,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),12,Bootcamp/Self-taught,307000.0,180000,312000,Seattle,USA,Hybrid,Mid-size (501-5000),Media,Distributed Systems|MLOps|Python|Linux|Communication,11.9,96,29.3,8.9,2026,1,January,Yes,Yes,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
801,RAG Engineer,AI Engineering,Lead (10+ yrs),2,Bachelor's,310000.0,145000,280000,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Manufacturing,Embeddings|Search Systems|LangChain|Vector DBs|Python|LLMs|Research|Linux|Leadership,4.4,94,87.6,6.1,2026,2,February,Yes,Yes,Yes,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
802,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),9,Master's,269000.0,160000,300000,Dubai,UAE,Hybrid,Startup (1-50),Government,PyTorch|Python|Fine-tuning|SQL|Statistics,14.2,90,22.1,8.2,2025,2,February,Yes,Yes,No,Senior ($200-300k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
803,AI Research Scientist,Research,Mid (3-5 yrs),8,PhD,224000.0,115000,280000,Berlin,Germany,Fully Remote,Big Tech (FAANG+),Manufacturing,PyTorch|Mathematics|Deep Learning|Publishing|Research|Linux,14.1,88,9.6,6.9,2026,3,March,No,Yes,No,Senior ($200-300k),No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
804,Robotics Engineer (AI),Robotics,Lead (10+ yrs),6,Master's,125000.0,125000,240000,Bangalore,India,Hybrid,Mid-size (501-5000),Healthcare,C++|Computer Vision|Python|Git|Statistics,11.4,76,29.7,7.8,2026,2,February,Yes,Yes,No,Mid ($100-150k),Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
805,LLM Engineer,AI Engineering,Mid (3-5 yrs),3,Bootcamp/Self-taught,278000.0,160000,300000,Chicago,USA,Hybrid,Big Tech (FAANG+),Finance,Fine-tuning|Prompt Engineering|Vector DBs|Python|Leadership,5.7,98,41.7,9.6,2026,2,February,No,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
806,LLM Engineer,AI Engineering,Entry (0-2 yrs),5,Associate's,160000.0,160000,300000,Tokyo,Japan,Fully Remote,Mid-size (501-5000),Finance,Fine-tuning|LLM APIs|Python|RAG|Prompt Engineering|Problem Solving|Git|Leadership,7.2,98,27.0,6.8,2026,2,February,No,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
807,AI Business Analyst,Business,Entry (0-2 yrs),3,Bachelor's,95000.0,95000,180000,London,UK,On-site,Mid-size (501-5000),Manufacturing,Business Analysis|SQL|Python|Communication|Git|Statistics,10.2,78,9.3,8.4,2025,7,July,No,No,No,Entry (<$100k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No
808,AI Ethics Officer,Governance,Mid (3-5 yrs),9,Bootcamp/Self-taught,110000.0,110000,210000,Dubai,UAE,Fully Remote,Startup (1-50),Technology,AI Policy|Ethics Frameworks|Research|Git|Agile|Problem Solving,9.8,72,14.6,8.0,2026,3,March,No,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
809,AI Business Analyst,Business,Entry (0-2 yrs),3,Associate's,95000.0,95000,180000,Dubai,UAE,Hybrid,Enterprise (5000+),Media,SQL|Business Analysis|Python|Communication|Leadership,15.7,78,15.1,9.4,2026,3,March,No,Yes,No,Entry (<$100k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
810,AI Compliance Manager,Governance,Entry (0-2 yrs),9,PhD,121000.0,100000,200000,Amsterdam,Netherlands,Fully Remote,Enterprise (5000+),Education,Auditing|Legal Knowledge|Risk Management|Documentation|Linux,13.1,68,29.6,9.4,2025,11,November,No,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
811,AI Product Manager,Product,Senior (6-9 yrs),10,PhD,140000.0,140000,260000,Bangalore,India,On-site,Enterprise (5000+),Manufacturing,Stakeholder Mgmt|AI Literacy|Data Analysis|Product Strategy|Agile|Git|Problem Solving|Cloud,17.3,85,5.2,6.1,2025,5,May,Yes,No,No,Mid ($100-150k),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
812,Data Engineer (AI),Data Engineering,Mid (3-5 yrs),3,Bachelor's,189000.0,130000,220000,London,UK,Hybrid,Big Tech (FAANG+),Technology,ETL|SQL|Feature Stores|Communication,12.8,88,18.0,8.4,2026,3,March,No,Yes,No,Upper-Mid ($150-200k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
813,AI Research Scientist,Research,Senior (6-9 yrs),12,PhD,299000.0,115000,280000,Boston,USA,Fully Remote,Mid-size (501-5000),Research,Deep Learning|Mathematics|Publishing|Python|PyTorch|Research|Research|Problem Solving,14.4,88,8.7,6.0,2025,9,September,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
814,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),2,Master's,300000.0,150000,295000,Chicago,USA,On-site,Mid-size (501-5000),Finance,GenAI APIs|LLMs|Python|Fine-tuning|Communication,14.1,95,79.1,8.5,2026,3,March,Yes,No,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
815,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),11,Bachelor's,227000.0,180000,312000,New York,USA,Fully Remote,Enterprise (5000+),Healthcare,MLOps|PyTorch|LLM Fine-tuning|System Design|Distributed Systems|SQL|Leadership,12.0,96,66.6,8.5,2025,3,March,No,Yes,No,Senior ($200-300k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
816,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),4,PhD,264000.0,130000,220000,Remote,Global,Fully Remote,Enterprise (5000+),Media,Feature Stores|SQL|Airflow|Spark|dbt|Python|ETL|Linux|Git,16.5,88,23.5,7.5,2026,1,January,Yes,Yes,No,Senior ($200-300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
817,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),7,Associate's,177000.0,150000,295000,Boston,USA,Fully Remote,Enterprise (5000+),Research,Python|Diffusion Models|GenAI APIs|Deployment|LLMs|Fine-tuning|Research,17.3,95,62.8,9.7,2026,1,January,No,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
818,AI Product Manager,Product,Mid (3-5 yrs),8,Associate's,158000.0,140000,260000,Chicago,USA,Hybrid,SME (51-500),Consulting,Agile|AI Literacy|Product Strategy|Cloud|Statistics|Git,13.5,85,8.6,9.4,2025,6,June,No,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
819,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),5,PhD,241000.0,140000,270000,London,UK,Hybrid,Big Tech (FAANG+),Government,Distributed Systems|Cloud|Networking|CUDA|Kubernetes|Research|Communication|Linux,17.4,85,19.3,7.0,2025,8,August,No,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
820,RAG Engineer,AI Engineering,Lead (10+ yrs),6,Associate's,282000.0,145000,280000,Boston,USA,Hybrid,SME (51-500),Automotive,Python|Vector DBs|Search Systems|Embeddings|LangChain|LLMs|Statistics,7.2,94,70.5,9.5,2026,1,January,Yes,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
821,AI Ethics Officer,Governance,Mid (3-5 yrs),5,Master's,110000.0,110000,210000,Toronto,Canada,On-site,SME (51-500),Healthcare,Ethics Frameworks|Communication|Research|SQL|Leadership|Communication,8.4,72,24.0,7.9,2026,3,March,No,No,No,Mid ($100-150k),No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
822,AI Solutions Architect,Architecture,Lead (10+ yrs),11,PhD,384000.0,180000,320000,Dubai,UAE,Fully Remote,Big Tech (FAANG+),Retail,Cloud|Enterprise Architecture|Python|System Design|ML|SQL,10.4,84,14.7,6.3,2026,3,March,Yes,Yes,No,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
823,AI Product Manager,Product,Entry (0-2 yrs),5,PhD,211000.0,140000,260000,Boston,USA,Fully Remote,Enterprise (5000+),Healthcare,Data Analysis|Product Strategy|Agile|Problem Solving,15.3,85,19.7,7.3,2025,5,May,No,Yes,No,Senior ($200-300k),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
824,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),6,Bachelor's,192000.0,141000,270000,Remote,Global,Hybrid,Mid-size (501-5000),Consulting,GPU Computing|Neural Networks|CUDA|Communication,3.7,89,29.2,6.6,2025,3,March,No,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
825,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),7,Master's,172000.0,150000,295000,Austin,USA,Hybrid,Startup (1-50),Government,Diffusion Models|Deployment|GenAI APIs|Python|Fine-tuning|LLMs|Git,9.3,95,28.2,6.5,2026,2,February,No,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
826,Senior Data Scientist,Data Science,Lead (10+ yrs),8,Master's,261600.0,157000,218000,Toronto,Canada,Hybrid,Big Tech (FAANG+),Automotive,Causal Inference|Deep Learning|Advanced Statistics|Cloud|Statistics,7.6,90,16.4,9.3,2026,3,March,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
827,Data Scientist,Data Science,Mid (3-5 yrs),2,Bachelor's,138000.0,138000,195000,Austin,USA,Hybrid,Mid-size (501-5000),Energy,ML Algorithms|Data Visualization|Statistics|Scikit-learn|Python|SQL|Linux,3.9,92,76.3,8.2,2026,2,February,No,Yes,No,Mid ($100-150k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
828,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),6,Master's,130000.0,130000,220000,Sydney,Australia,On-site,Startup (1-50),Retail,SQL|Spark|dbt|Airflow|Python|ETL|Feature Stores|Git|Linux,17.4,88,18.7,8.1,2025,3,March,No,No,No,Mid ($100-150k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
829,Deep Learning Engineer,AI Engineering,Entry (0-2 yrs),10,Master's,179000.0,141000,270000,San Francisco,USA,Hybrid,Mid-size (501-5000),Media,Neural Networks|Python|TensorFlow|Linux|Research|Communication,3.4,89,20.0,6.2,2026,1,January,No,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
830,Prompt Engineer,AI Engineering,Entry (0-2 yrs),2,Bootcamp/Self-taught,98000.0,90000,200000,Amsterdam,Netherlands,Fully Remote,Big Tech (FAANG+),Automotive,Testing|Prompt Design|Python|LLM APIs|NLP|SQL,9.1,82,5.8,6.2,2025,6,June,No,Yes,Yes,Entry (<$100k),Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
831,LLM Engineer,AI Engineering,Lead (10+ yrs),8,PhD,360000.0,160000,300000,Remote,Global,Fully Remote,Big Tech (FAANG+),Healthcare,Prompt Engineering|Python|Fine-tuning|LLM APIs|RAG|Agile|Cloud,4.8,98,76.4,6.5,2026,2,February,Yes,Yes,Yes,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
832,Prompt Engineer,AI Engineering,Entry (0-2 yrs),1,Associate's,92000.0,90000,200000,San Francisco,USA,Hybrid,Startup (1-50),Finance,Prompt Design|LLM APIs|Documentation|Cloud|Leadership|Communication,4.9,82,28.6,7.9,2026,1,January,No,Yes,Yes,Entry (<$100k),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
833,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),5,PhD,260000.0,125000,240000,San Francisco,USA,Hybrid,Big Tech (FAANG+),Automotive,Simulation|ROS|C++|SQL|Research|Git,12.1,76,7.5,6.2,2026,2,February,No,Yes,No,Senior ($200-300k),No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No
834,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),12,Associate's,330000.0,180000,312000,New York,USA,Hybrid,Mid-size (501-5000),Energy,PyTorch|MLOps|Distributed Systems|Python|System Design|SQL,11.5,96,77.7,8.6,2026,3,March,Yes,Yes,No,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
835,Prompt Engineer,AI Engineering,Lead (10+ yrs),5,Bachelor's,90000.0,90000,200000,Beijing,China,Fully Remote,Mid-size (501-5000),Retail,Python|LLM APIs|Testing|Cloud|Linux|Research,9.2,82,15.9,6.6,2025,2,February,Yes,Yes,Yes,Entry (<$100k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
836,AI Security Engineer,Security,Lead (10+ yrs),7,Bachelor's,185000.0,140000,260000,London,UK,Fully Remote,SME (51-500),Finance,Red Teaming|Risk Analysis|Cybersecurity|ML Security|Problem Solving|SQL,8.5,80,19.7,8.5,2025,5,May,Yes,Yes,No,Upper-Mid ($150-200k),No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
837,ML Engineer,AI Engineering,Mid (3-5 yrs),4,Associate's,222000.0,120000,280000,San Francisco,USA,Hybrid,Mid-size (501-5000),Retail,Kubernetes|Python|TensorFlow|SQL|MLOps|Linux|SQL,13.0,97,74.0,7.1,2026,2,February,No,Yes,No,Senior ($200-300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
838,LLM Engineer,AI Engineering,Lead (10+ yrs),3,Master's,166000.0,160000,300000,Beijing,China,Fully Remote,Big Tech (FAANG+),Government,Prompt Engineering|RAG|Python|LLM APIs|Fine-tuning|Vector DBs|Cloud,4.0,98,50.4,9.6,2026,3,March,Yes,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
839,Computer Vision Engineer,AI Engineering,Mid (3-5 yrs),6,PhD,159000.0,145000,280000,London,UK,Fully Remote,SME (51-500),Research,Image Processing|CUDA|Python|PyTorch|OpenCV|Git,4.8,87,27.1,9.2,2026,1,January,No,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
840,AI Engineer,AI Engineering,Entry (0-2 yrs),6,Associate's,124000.0,100000,250000,Los Angeles,USA,Hybrid,Enterprise (5000+),Consulting,Python|Docker|LLM Integration|Linux,8.3,95,73.6,8.4,2025,9,September,No,Yes,No,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
841,Senior ML Engineer,AI Engineering,Lead (10+ yrs),6,Master's,345000.0,180000,312000,London,UK,On-site,Mid-size (501-5000),Media,Python|LLM Fine-tuning|System Design|MLOps|Distributed Systems|PyTorch|Cloud|Agile|Leadership,15.6,96,47.9,9.3,2025,9,September,Yes,No,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
842,Generative AI Engineer,AI Engineering,Lead (10+ yrs),2,Associate's,299000.0,150000,295000,London,UK,Hybrid,Big Tech (FAANG+),Education,Python|Deployment|Fine-tuning|Diffusion Models|Cloud,14.7,95,75.5,6.7,2025,10,October,Yes,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
843,Senior ML Engineer,AI Engineering,Lead (10+ yrs),6,Bachelor's,374400.0,180000,312000,Paris,France,Fully Remote,Big Tech (FAANG+),Education,LLM Fine-tuning|MLOps|System Design|Python|Cloud|Leadership|Linux,11.9,96,83.9,8.5,2026,3,March,Yes,Yes,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
844,AI Agent Developer,AI Engineering,Entry (0-2 yrs),7,Associate's,157000.0,155000,290000,New York,USA,On-site,Mid-size (501-5000),Government,AutoGen|Python|Tool Use|Statistics,17.0,96,61.9,6.7,2025,12,December,No,No,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
845,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),10,Bootcamp/Self-taught,131000.0,125000,240000,Tokyo,Japan,Hybrid,SME (51-500),Research,Python|C++|ROS|Control Systems|Simulation|Computer Vision|Cloud|Problem Solving|Communication,14.1,76,5.6,7.7,2025,2,February,Yes,Yes,No,Mid ($100-150k),Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No
846,AI Solutions Architect,Architecture,Senior (6-9 yrs),8,Bachelor's,340000.0,180000,320000,San Francisco,USA,Fully Remote,SME (51-500),Energy,Leadership|Cloud|Python|Enterprise Architecture|System Design|Leadership,15.8,84,11.6,7.5,2026,1,January,Yes,Yes,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
847,RAG Engineer,AI Engineering,Mid (3-5 yrs),3,PhD,287000.0,145000,280000,New York,USA,On-site,Enterprise (5000+),Finance,Search Systems|LangChain|Python|Vector DBs|Embeddings|LLMs|Agile,8.8,94,57.8,8.9,2026,2,February,No,No,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
848,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),4,Bootcamp/Self-taught,160000.0,160000,300000,Beijing,China,Hybrid,SME (51-500),Retail,APIs|Python|Vision-Language Models|Fine-tuning|SQL,13.1,90,15.0,9.0,2026,1,January,No,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
849,Data Engineer (AI),Data Engineering,Lead (10+ yrs),6,Master's,183000.0,130000,220000,Berlin,Germany,On-site,Mid-size (501-5000),Retail,Airflow|SQL|Python|Agile,13.7,88,15.1,6.2,2026,2,February,Yes,No,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
850,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),6,PhD,354000.0,150000,295000,Seattle,USA,On-site,Big Tech (FAANG+),Healthcare,LLMs|Deployment|Python|Research|Leadership,8.8,95,34.8,8.0,2026,1,January,No,No,Yes,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
851,AI Product Manager,Product,Lead (10+ yrs),8,Bootcamp/Self-taught,140000.0,140000,260000,Beijing,China,Fully Remote,SME (51-500),Retail,Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Problem Solving|Leadership|Research,11.8,85,12.8,9.4,2025,6,June,Yes,Yes,No,Mid ($100-150k),No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
852,AI Business Analyst,Business,Entry (0-2 yrs),3,Bachelor's,95000.0,95000,180000,Berlin,Germany,On-site,Mid-size (501-5000),Research,Communication|Python|SQL|Data Visualization|Business Analysis|Cloud,9.1,78,16.9,7.6,2026,1,January,No,No,No,Entry (<$100k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
853,RAG Engineer,AI Engineering,Lead (10+ yrs),3,Master's,336000.0,145000,280000,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Government,LangChain|Vector DBs|Python|LLMs|Search Systems|Embeddings|Problem Solving|SQL,3.3,94,58.4,8.5,2025,3,March,Yes,Yes,Yes,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
854,MLOps Engineer,ML Operations,Senior (6-9 yrs),6,Master's,243000.0,130000,260000,Dubai,UAE,Hybrid,Big Tech (FAANG+),Government,Monitoring|Docker|MLflow|CI/CD|Kubernetes|Cloud|SQL|Statistics,8.1,93,72.7,7.2,2026,2,February,Yes,Yes,No,Senior ($200-300k),No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
855,AI Ethics Officer,Governance,Entry (0-2 yrs),8,Associate's,110000.0,110000,210000,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Manufacturing,Risk Assessment|Research|Ethics Frameworks|AI Policy|Linux|Communication,12.0,72,14.5,6.5,2026,2,February,No,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
856,AI Product Manager,Product,Entry (0-2 yrs),8,Bootcamp/Self-taught,140000.0,140000,260000,Paris,France,On-site,Startup (1-50),Finance,Stakeholder Mgmt|AI Literacy|Product Strategy|Data Analysis|Agile|Linux,10.9,85,29.1,9.0,2026,2,February,No,No,No,Mid ($100-150k),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
857,AI Infrastructure Eng,Infrastructure,Lead (10+ yrs),7,Master's,324000.0,140000,270000,Remote,Global,Fully Remote,Mid-size (501-5000),Retail,Distributed Systems|Cloud|Storage|Linux,9.0,85,14.3,9.7,2026,2,February,Yes,Yes,No,Elite (>$300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
858,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),3,Bachelor's,126000.0,125000,240000,Dubai,UAE,On-site,Enterprise (5000+),Healthcare,Computer Vision|Control Systems|Simulation|Research|Leadership,8.8,76,19.4,9.4,2025,1,January,No,No,No,Mid ($100-150k),No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes
859,Computer Vision Engineer,AI Engineering,Lead (10+ yrs),9,PhD,305000.0,145000,280000,Zurich,Switzerland,Hybrid,SME (51-500),Media,OpenCV|Python|CUDA|Communication,8.1,87,27.1,7.3,2026,3,March,Yes,Yes,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
860,AI Business Analyst,Business,Entry (0-2 yrs),8,Bootcamp/Self-taught,101000.0,95000,180000,Sydney,Australia,Hybrid,Big Tech (FAANG+),Consulting,Python|Business Analysis|Communication|SQL|Data Visualization|Git,15.5,78,17.6,9.3,2025,5,May,No,Yes,No,Mid ($100-150k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
